 
**************************************************************************************************
 
       Photoionization cross-sections for Mg I
 
>> Data is from the Opacity project
>>   Verner high energy tail included for gnd level
>>   Smoothed with a gausian of width 3000 km/sec
 
          Types of cross sections included:
         -----------------------------------

         2  -  Hydrogenic (n,l)
         3  -  Hydrogenic (n)
        20  -  Opacity project

 [Reference] Photoioization cross-sections for Mg I are from \cite{BKM93_Mg_seq}.

**************************************************************************************************
 
24-May-1996                             !Date
1.6783D+00 1.441D+01
1.6867D+00 1.433D+01
1.6951D+00 1.424D+01
1.7036D+00 1.415D+01
1.7120D+00 1.407D+01
1.7292D+00 1.389D+01
1.7378D+00 1.380D+01
1.7552D+00 1.362D+01
1.7640D+00 1.354D+01
1.7816D+00 1.335D+01
1.7905D+00 1.326D+01
1.7994D+00 1.317D+01
1.8084D+00 1.308D+01
1.8265D+00 1.289D+01
1.8633D+00 1.252D+01
1.8726D+00 1.242D+01
2.0278D+00 1.118D+01
2.0481D+00 1.105D+01
2.0686D+00 1.092D+01
2.0790D+00 1.086D+01
2.1742D+00 1.026D+01
2.1851D+00 1.019D+01
2.1960D+00 1.013D+01
2.2069D+00 1.006D+01
2.2290D+00 9.919D+00
2.2513D+00 9.780D+00
2.2966D+00 9.497D+00
2.3081D+00 9.426D+00
2.4018D+00 8.886D+00
2.5119D+00 8.496D+00
2.6270D+00 8.103D+00
2.6402D+00 8.059D+00
2.6533D+00 8.014D+00
2.6666D+00 7.968D+00
2.6933D+00 7.877D+00
2.7202D+00 7.786D+00
2.7338D+00 7.739D+00
2.7611D+00 7.646D+00
2.7749D+00 7.599D+00
2.8877D+00 7.244D+00
3.0200D+00 7.044D+00
3.1584D+00 6.853D+00
3.1741D+00 6.831D+00
3.1900D+00 6.809D+00
3.2059D+00 6.787D+00
3.2542D+00 6.721D+00
3.3196D+00 6.630D+00
3.3362D+00 6.607D+00
3.4717D+00 6.445D+00
3.4891D+00 6.436D+00
3.5240D+00 6.427D+00
3.6309D+00 6.409D+00
3.7784D+00 6.387D+00
3.8352D+00 6.378D+00
3.9123D+00 6.365D+00
3.9319D+00 6.361D+00
3.9515D+00 6.353D+00
3.9713D+00 6.339D+00
4.0110D+00 6.279D+00
4.1532D+00 5.830D+00
4.2579D+00 5.498D+00
4.2791D+00 5.455D+00
4.3005D+00 5.427D+00
4.3219D+00 5.415D+00
4.3436D+00 5.415D+00
4.4309D+00 5.455D+00
4.4976D+00 5.502D+00
4.5426D+00 5.570D+00
4.7744D+00 6.306D+00
4.9192D+00 7.173D+00
5.0433D+00 8.465D+00
5.1191D+00 9.785D+00
5.1962D+00 1.199D+01
5.2743D+00 1.630D+01
5.3271D+00 2.197D+01
5.3804D+00 3.278D+01
5.4342D+00 5.072D+01
5.4614D+00 5.827D+01
5.4886D+00 5.951D+01
5.5161D+00 5.332D+01
5.5713D+00 2.725D+01
5.5990D+00 1.620D+01
5.6270D+00 8.784D+00
5.6551D+00 4.715D+00
5.6834D+00 2.574D+00
5.7116D+00 1.615D+00
5.7402D+00 1.221D+00
5.7688D+00 1.160D+00
5.7977D+00 1.250D+00
5.8557D+00 1.589D+00
5.8848D+00 1.757D+00
5.9437D+00 2.150D+00
6.0032D+00 2.921D+00
6.0633D+00 4.430D+00
6.1240D+00 7.290D+00
6.1546D+00 9.834D+00
6.1852D+00 1.422D+01
6.2162D+00 2.245D+01
6.2471D+00 3.956D+01
6.2784D+00 7.198D+01
6.3412D+00 1.977D+02
6.3728D+00 2.632D+02
6.4047D+00 2.961D+02
6.4366D+00 2.785D+02
6.5010D+00 1.627D+02
6.5335D+00 1.103D+02
6.5660D+00 7.571D+01
6.5989D+00 5.377D+01
6.6317D+00 4.097D+01
6.6649D+00 3.485D+01
6.6981D+00 3.666D+01
6.7651D+00 5.940D+01
6.7990D+00 6.990D+01
6.8328D+00 6.930D+01
6.9012D+00 3.933D+01
6.9357D+00 2.404D+01
6.9703D+00 1.642D+01
7.0051D+00 1.501D+01
7.0400D+00 1.622D+01
7.0752D+00 1.643D+01
7.1460D+00 1.239D+01
7.2175D+00 8.825D+00
7.2898D+00 5.505D+00
7.4364D+00 2.621D+00
7.5108D+00 2.885D+00
7.5482D+00 2.939D+00
7.6619D+00 2.616D+00
8.5913D+00 1.188D+00
9.6337D+00 8.707D-01
9.6817D+00 8.619D-01
9.7786D+00 8.443D-01
9.8764D+00 8.265D-01
9.9259D+00 8.175D-01
1.0589D+01 7.193D-01
1.0749D+01 7.025D-01
1.0910D+01 6.882D-01
1.1241D+01 4.187D-01
1.1467D+01 2.738D-01
1.1640D+01 3.122D-01
1.1874D+01 3.531D-01
1.1993D+01 3.457D-01
1.2234D+01 3.354D-01
1.2668D+01 2.611D-01
1.2859D+01 2.382D-01
1.2923D+01 2.384D-01
1.2988D+01 2.385D-01
1.3315D+01 2.161D-01
1.3515D+01 2.013D-01
1.3650D+01 1.939D-01
1.3787D+01 1.901D-01
1.3856D+01 1.902D-01
1.4205D+01 1.750D-01
1.4491D+01 1.638D-01
1.4782D+01 1.752D-01
1.4930D+01 1.804D-01
1.5155D+01 1.591D-01
1.5692D+01 1.275D-01
1.6168D+01 1.092D-01
1.6741D+01 9.603D-02
1.6825D+01 9.606D-02
1.6909D+01 9.606D-02
1.7249D+01 8.763D-02
1.7596D+01 8.172D-02
1.7772D+01 7.942D-02
1.7950D+01 7.710D-02
1.8220D+01 7.342D-02
1.9150D+01 6.209D-02
1.9342D+01 5.989D-02
1.9438D+01 5.878D-02
1.9535D+01 5.766D-02
2.1905D+01 3.904D-02
2.4563D+01 2.769D-02
2.7543D+01 1.964D-02
3.0885D+01 1.393D-02
3.4631D+01 9.880D-03
3.8833D+01 7.008D-03
4.3544D+01 4.970D-03
4.8827D+01 3.525D-03
5.4751D+01 2.501D-03
6.1394D+01 1.773D-03
6.8841D+01 1.258D-03
7.7194D+01 8.921D-04
8.6558D+01 6.328D-04
9.4673D+01 4.836D-04

3s5d3De                                 !Configuration name
20                                      !Type of cross-section
146                                     !Number of cross-section points
1.0000D+00 5.770D+01
1.0050D+00 5.759D+01
1.0510D+00 5.282D+01
1.1269D+00 4.551D+01
1.1326D+00 4.504D+01
1.1382D+00 4.458D+01
1.1786D+00 4.128D+01
1.2023D+00 3.934D+01
1.2083D+00 3.885D+01
1.3150D+00 3.174D+01
1.3414D+00 3.028D+01
1.3549D+00 2.954D+01
1.3684D+00 2.879D+01
1.4893D+00 2.329D+01
1.4967D+00 2.300D+01
1.5117D+00 2.241D+01
1.5192D+00 2.212D+01
1.6534D+00 1.784D+01
1.7036D+00 1.649D+01
1.7292D+00 1.580D+01
1.7465D+00 1.533D+01
1.8913D+00 1.225D+01
1.9102D+00 1.191D+01
1.9293D+00 1.156D+01
1.9390D+00 1.139D+01
2.1102D+00 8.818D+00
2.1208D+00 8.685D+00
2.1313D+00 8.552D+00
2.1420D+00 8.417D+00
2.3081D+00 6.667D+00
2.3196D+00 6.567D+00
2.3311D+00 6.466D+00
2.3545D+00 6.262D+00
2.3780D+00 6.056D+00
2.3899D+00 5.952D+00
2.6140D+00 4.367D+00
2.6270D+00 4.289D+00
2.8591D+00 3.151D+00
2.8733D+00 3.092D+00
2.8877D+00 3.032D+00
2.9021D+00 2.972D+00
3.1584D+00 2.103D+00
3.1741D+00 2.058D+00
3.1900D+00 2.012D+00
3.2059D+00 1.966D+00
3.4891D+00 1.286D+00
3.5065D+00 1.250D+00
3.7596D+00 7.901D-01
3.7784D+00 7.595D-01
4.1948D+00 1.966D-01
4.2791D+00 1.075D-01
4.4309D+00 1.397D-02
4.7037D+00 8.730D-01
4.7983D+00 2.157D+00
4.8948D+00 4.208D+00
4.9684D+00 5.629D+00
4.9933D+00 5.933D+00
5.0182D+00 6.107D+00
5.0433D+00 6.160D+00
5.0684D+00 6.092D+00
5.2221D+00 4.516D+00
5.4342D+00 2.522D+00
5.5713D+00 1.791D+00
5.7402D+00 1.233D+00
5.8265D+00 9.803D-01
6.4366D+00 5.025D-02
6.5989D+00 4.653D-01
6.6317D+00 9.149D-01
6.6649D+00 1.786D+00
6.6981D+00 3.383D+00
6.7651D+00 8.791D+00
6.7990D+00 1.144D+01
6.8328D+00 1.252D+01
6.8670D+00 1.165D+01
6.9357D+00 6.277D+00
7.0051D+00 2.131D+00
7.0400D+00 1.158D+00
7.1104D+00 4.418D-01
7.1816D+00 7.590D-01
7.2175D+00 1.523D+00
7.2535D+00 3.566D+00
7.2898D+00 8.815D+00
7.3261D+00 2.316D+01
7.3627D+00 5.580D+01
7.4734D+00 3.325D+02
7.5108D+00 4.303D+02
7.5482D+00 4.744D+02
7.5860D+00 4.549D+02
7.6619D+00 2.716D+02
7.7385D+00 9.951D+01
7.7771D+00 6.045D+01
7.8160D+00 4.223D+01
7.8942D+00 2.624D+01
7.9335D+00 1.879D+01
8.5488D+00 1.811D+00
8.6343D+00 1.600D+00
9.7301D+00 4.991D-01
1.0965D+01 2.704D-01
1.1757D+01 1.976D-01
1.1815D+01 1.927D-01
1.1874D+01 1.879D-01
1.2234D+01 1.579D-01
1.2357D+01 1.505D-01
1.2605D+01 2.128D-01
1.2731D+01 2.355D-01
1.2859D+01 2.176D-01
1.3052D+01 1.891D-01
1.3183D+01 1.650D-01
1.4419D+01 9.174D-02
1.4856D+01 7.982D-02
1.5231D+01 7.082D-02
1.5460D+01 6.641D-02
1.5928D+01 6.149D-02
1.6249D+01 5.880D-02
1.6493D+01 5.675D-02
1.6825D+01 7.241D-02
1.6994D+01 8.126D-02
1.7249D+01 9.861D-02
1.7335D+01 1.024D-01
1.7596D+01 7.639D-02
1.8403D+01 4.750D-02
1.8494D+01 4.652D-02
1.9246D+01 4.353D-02
1.9633D+01 4.200D-02
2.0028D+01 4.023D-02
2.0946D+01 3.651D-02
2.1261D+01 3.501D-02
2.1688D+01 3.299D-02
2.1797D+01 3.248D-02
2.2124D+01 3.092D-02
2.2235D+01 3.040D-02
2.2346D+01 2.987D-02
2.5182D+01 2.022D-02
2.8378D+01 1.413D-02
3.1980D+01 9.872D-03
3.6038D+01 6.898D-03
4.0612D+01 4.820D-03
4.5767D+01 3.368D-03
5.1575D+01 2.353D-03
5.8121D+01 1.644D-03
6.5498D+01 1.149D-03
7.3811D+01 8.030D-04
8.3179D+01 5.611D-04
9.3735D+01 3.920D-04
1.0563D+02 2.739D-04
1.0776D+02 2.580D-04

3s6p3Po                                 !Configuration name
20                                      !Type of cross-section
143                                     !Number of cross-section points
1.0000D+00 5.324D+01
1.0406D+00 4.892D+01
1.0458D+00 4.838D+01
1.1382D+00 4.041D+01
1.1904D+00 3.661D+01
1.2023D+00 3.575D+01
1.2143D+00 3.487D+01
1.3150D+00 2.902D+01
1.3414D+00 2.775D+01
1.3616D+00 2.678D+01
1.3752D+00 2.613D+01
1.4893D+00 2.168D+01
1.5042D+00 2.118D+01
1.5117D+00 2.093D+01
1.5268D+00 2.042D+01
1.6534D+00 1.699D+01
1.7120D+00 1.565D+01
1.7292D+00 1.525D+01
1.7378D+00 1.505D+01
1.8913D+00 1.218D+01
1.9198D+00 1.175D+01
1.9390D+00 1.145D+01
1.9486D+00 1.130D+01
2.1208D+00 9.143D+00
2.1634D+00 8.699D+00
2.2069D+00 8.246D+00
2.2179D+00 8.131D+00
2.4139D+00 6.519D+00
2.4747D+00 6.106D+00
2.5119D+00 5.853D+00
2.5244D+00 5.768D+00
2.7474D+00 4.576D+00
2.8166D+00 4.274D+00
2.8448D+00 4.150D+00
2.8591D+00 4.088D+00
3.1115D+00 3.209D+00
3.1584D+00 3.076D+00
3.2059D+00 2.942D+00
3.2219D+00 2.897D+00
3.5065D+00 2.251D+00
3.5415D+00 2.185D+00
3.5770D+00 2.118D+00
3.5949D+00 2.084D+00
3.8736D+00 1.655D+00
3.8930D+00 1.630D+00
3.9713D+00 1.532D+00
4.0310D+00 1.457D+00
4.3870D+00 1.088D+00
4.4753D+00 1.012D+00
4.5201D+00 9.732D-01
4.5653D+00 9.342D-01
4.8948D+00 6.661D-01
4.9192D+00 6.473D-01
4.9438D+00 6.284D-01
5.2743D+00 3.405D-01
5.3271D+00 2.962D-01
5.4073D+00 7.189D-01
5.4614D+00 1.670D+00
5.4886D+00 2.048D+00
5.5161D+00 2.161D+00
5.5436D+00 1.984D+00
5.5990D+00 1.325D+00
5.6270D+00 1.061D+00
5.6551D+00 8.864D-01
5.7688D+00 6.465D-01
5.8557D+00 5.399D-01
6.5989D+00 1.382D-01
6.6981D+00 1.252D-01
6.8328D+00 5.399D-01
6.8670D+00 1.118D+00
6.9357D+00 3.234D+00
6.9703D+00 4.033D+00
7.0051D+00 4.066D+00
7.0752D+00 2.148D+00
7.1104D+00 1.188D+00
7.1460D+00 5.943D-01
7.2175D+00 3.130D-01
7.2898D+00 5.915D-01
7.3261D+00 1.039D+00
7.3627D+00 2.527D+00
7.3994D+00 7.797D+00
7.4364D+00 2.424D+01
7.4734D+00 6.933D+01
7.5482D+00 2.919D+02
7.5860D+00 4.240D+02
7.6237D+00 4.825D+02
7.6619D+00 4.385D+02
7.7385D+00 1.844D+02
7.7771D+00 9.104D+01
7.8160D+00 3.979D+01
7.9732D+00 8.272D+00
8.0129D+00 6.442D+00
8.5913D+00 9.481D-01
8.7207D+00 8.157D-01
9.8275D+00 2.793D-01
1.0910D+01 1.463D-01
1.1186D+01 1.188D-01
1.1467D+01 1.029D-01
1.2234D+01 8.245D-02
1.2668D+01 7.250D-02
1.2731D+01 7.252D-02
1.3052D+01 6.473D-02
1.3381D+01 5.610D-02
1.3448D+01 5.463D-02
1.3787D+01 5.081D-02
1.3856D+01 5.059D-02
1.4134D+01 6.208D-02
1.4205D+01 6.582D-02
1.4419D+01 5.353D-02
1.4782D+01 4.088D-02
1.5005D+01 3.876D-02
1.5231D+01 3.725D-02
1.5306D+01 3.672D-02
1.5928D+01 3.346D-02
1.6008D+01 3.312D-02
1.6493D+01 3.197D-02
1.6994D+01 6.613D-02
1.7164D+01 8.952D-02
1.7422D+01 6.719D-02
1.9246D+01 2.343D-02
1.9731D+01 2.189D-02
2.0128D+01 2.055D-02
2.0228D+01 2.024D-02
2.0533D+01 1.934D-02
2.0738D+01 1.874D-02
2.2015D+01 1.593D-02
2.2235D+01 1.550D-02
2.2458D+01 1.507D-02
2.2569D+01 1.486D-02
2.5434D+01 1.034D-02
2.8662D+01 7.223D-03
3.2300D+01 5.047D-03
3.6399D+01 3.527D-03
4.1019D+01 2.464D-03
4.6225D+01 1.722D-03
5.2092D+01 1.203D-03
5.8703D+01 8.407D-04
6.6153D+01 5.874D-04
7.4549D+01 4.104D-04
8.4011D+01 2.868D-04
9.4673D+01 2.004D-04
1.0669D+02 1.401D-04
1.0884D+02 1.319D-04

3s5f3Fo                                 !Configuration name
20                                      !Type of cross-section
118                                     !Number of cross-section points
1.0000D+00 4.999D+01
1.0458D+00 4.395D+01
1.0510D+00 4.329D+01
1.1326D+00 3.434D+01
1.1382D+00 3.381D+01
1.2827D+00 2.303D+01
1.4454D+00 1.552D+01
1.5968D+00 1.123D+01
1.6048D+00 1.104D+01
1.6128D+00 1.085D+01
1.6289D+00 1.047D+01
1.7640D+00 7.898D+00
1.7728D+00 7.758D+00
1.9102D+00 5.919D+00
1.9198D+00 5.813D+00
2.1634D+00 3.732D+00
2.2401D+00 3.312D+00
2.2739D+00 3.128D+00
2.5625D+00 1.970D+00
2.8733D+00 1.290D+00
2.8877D+00 1.265D+00
3.1427D+00 9.185D-01
3.1741D+00 8.830D-01
3.4373D+00 6.499D-01
3.4545D+00 6.372D-01
3.7223D+00 4.716D-01
3.7409D+00 4.624D-01
3.7596D+00 4.532D-01
3.7972D+00 4.345D-01
4.0713D+00 3.203D-01
4.1120D+00 3.062D-01
4.4530D+00 2.049D-01
4.4753D+00 1.993D-01
5.0433D+00 8.547D-02
5.4342D+00 3.752D-02
5.6270D+00 7.400D-01
5.6551D+00 9.312D-01
5.6834D+00 9.902D-01
5.7116D+00 8.862D-01
5.7688D+00 4.788D-01
6.4366D+00 3.227D-02
7.1816D+00 4.311D-01
7.2535D+00 5.948D-01
7.3261D+00 5.504D-01
7.3627D+00 6.103D-01
7.4364D+00 1.025D+00
7.4734D+00 1.214D+00
7.5108D+00 1.311D+00
7.5482D+00 1.346D+00
7.5860D+00 1.412D+00
7.6237D+00 1.601D+00
7.6619D+00 1.996D+00
7.7000D+00 3.051D+00
7.7385D+00 5.953D+00
7.7771D+00 1.537D+01
7.8160D+00 4.083D+01
7.8549D+00 1.000D+02
7.9335D+00 3.228D+02
7.9732D+00 4.151D+02
8.0129D+00 4.197D+02
8.0530D+00 3.395D+02
8.0931D+00 2.187D+02
8.1336D+00 1.130D+02
8.1741D+00 4.926D+01
8.7207D+00 6.398D-01
8.8961D+00 4.394D-01
1.0025D+01 9.247D-02
1.1298D+01 3.943D-02
1.2731D+01 1.663D-02
1.4347D+01 7.506D-03
1.4709D+01 1.110D-02
1.4782D+01 1.202D-02
1.5005D+01 8.704D-03
1.5231D+01 5.674D-03
1.5537D+01 8.704D-03
1.5614D+01 9.407D-03
1.5849D+01 7.708D-03
1.6008D+01 7.010D-03
1.6168D+01 7.479D-03
1.6249D+01 7.692D-03
1.6493D+01 8.491D-03
1.6825D+01 9.129D-03
1.7164D+01 8.380D-03
1.7249D+01 8.117D-03
1.7772D+01 4.023D-02
1.8130D+01 6.685D-02
1.8403D+01 4.006D-02
1.9342D+01 9.982D-03
1.9535D+01 1.056D-02
1.9731D+01 1.095D-02
1.9928D+01 9.541D-03
2.0128D+01 8.679D-03
2.0329D+01 9.615D-03
2.0635D+01 1.055D-02
2.0841D+01 1.008D-02
2.0946D+01 9.942D-03
2.1155D+01 1.016D-02
2.1473D+01 1.036D-02
2.2235D+01 1.104D-02
2.2909D+01 1.188D-02
2.3139D+01 1.216D-02
2.3254D+01 1.231D-02
2.3370D+01 1.245D-02
2.4199D+01 1.330D-02
2.4932D+01 1.257D-02
2.8097D+01 8.787D-03
3.1663D+01 6.140D-03
3.5681D+01 4.290D-03
4.0210D+01 2.998D-03
4.5313D+01 2.095D-03
5.1064D+01 1.464D-03
5.7545D+01 1.023D-03
6.4849D+01 7.147D-04
7.3079D+01 4.994D-04
8.2354D+01 3.489D-04
9.2807D+01 2.438D-04
1.0459D+02 1.704D-04
1.1326D+02 1.341D-04

3s5f1Fo                                 !Configuration name
20                                      !Type of cross-section
120                                     !Number of cross-section points
1.0000D+00 5.027D+01
1.0458D+00 4.418D+01
1.0510D+00 4.351D+01
1.1326D+00 3.449D+01
1.1382D+00 3.396D+01
1.2891D+00 2.274D+01
1.4599D+00 1.504D+01
1.5968D+00 1.122D+01
1.6048D+00 1.102D+01
1.6128D+00 1.083D+01
1.6289D+00 1.045D+01
1.7640D+00 7.871D+00
1.7728D+00 7.730D+00
1.9102D+00 5.890D+00
1.9198D+00 5.784D+00
2.1742D+00 3.648D+00
2.2401D+00 3.291D+00
2.2739D+00 3.108D+00
2.5752D+00 1.923D+00
2.8733D+00 1.285D+00
2.8877D+00 1.260D+00
3.1427D+00 9.172D-01
3.1741D+00 8.820D-01
3.4373D+00 6.499D-01
3.4545D+00 6.372D-01
3.7223D+00 4.710D-01
3.7409D+00 4.617D-01
3.7596D+00 4.524D-01
3.7972D+00 4.336D-01
4.1120D+00 3.036D-01
4.1326D+00 2.963D-01
4.4530D+00 2.010D-01
4.4753D+00 1.953D-01
5.0684D+00 8.070D-02
5.7402D+00 1.912D-02
6.0332D+00 1.405D-02
6.1240D+00 1.422D-02
6.1852D+00 1.431D-02
6.3096D+00 1.405D-02
6.3728D+00 1.388D-02
7.2175D+00 1.714D-01
7.4364D+00 6.586D-01
7.5108D+00 9.317D-01
7.5860D+00 1.231D+00
7.6237D+00 1.507D+00
7.6619D+00 1.969D+00
7.7000D+00 3.113D+00
7.7385D+00 6.191D+00
7.7771D+00 1.624D+01
7.8160D+00 4.336D+01
7.8549D+00 1.055D+02
7.9335D+00 3.291D+02
7.9732D+00 4.142D+02
8.0129D+00 4.097D+02
8.0931D+00 2.052D+02
8.1336D+00 1.042D+02
8.1741D+00 4.496D+01
8.8080D+00 4.524D-01
8.8961D+00 3.876D-01
1.0075D+01 8.730D-02
1.1411D+01 3.728D-02
1.1698D+01 3.139D-02
1.1757D+01 3.019D-02
1.3117D+01 1.343D-02
1.3583D+01 1.113D-02
1.3925D+01 9.664D-03
1.4064D+01 1.004D-02
1.4134D+01 1.017D-02
1.4347D+01 8.834D-03
1.4563D+01 7.722D-03
1.4709D+01 7.765D-03
1.4930D+01 6.784D-03
1.5306D+01 5.531D-03
1.5537D+01 6.061D-03
1.5770D+01 6.671D-03
1.6168D+01 8.662D-03
1.6330D+01 9.265D-03
1.6493D+01 8.930D-03
1.6576D+01 8.847D-03
1.6825D+01 9.021D-03
1.6994D+01 9.092D-03
1.7078D+01 9.091D-03
1.7684D+01 2.826D-02
1.7861D+01 4.187D-02
1.8040D+01 5.936D-02
1.8130D+01 6.584D-02
1.8403D+01 4.309D-02
1.9342D+01 1.385D-02
1.9829D+01 1.095D-02
2.0128D+01 8.869D-03
2.0430D+01 1.037D-02
2.0738D+01 1.149D-02
2.0841D+01 1.143D-02
2.1050D+01 1.147D-02
2.1367D+01 1.088D-02
2.1581D+01 1.051D-02
2.2124D+01 1.124D-02
2.2909D+01 1.255D-02
2.4079D+01 1.440D-02
2.4199D+01 1.458D-02
2.4320D+01 1.478D-02
2.4563D+01 1.516D-02
2.4809D+01 1.555D-02
2.5561D+01 1.674D-02
2.5688D+01 1.694D-02
2.6600D+01 1.806D-02
2.7406D+01 1.693D-02
3.1039D+01 1.166D-02
3.5153D+01 8.024D-03
3.9812D+01 5.524D-03
4.5089D+01 3.802D-03
5.1064D+01 2.618D-03
5.7833D+01 1.802D-03
6.5498D+01 1.241D-03
7.4180D+01 8.539D-04
8.4011D+01 5.879D-04
9.5147D+01 4.046D-04
1.0776D+02 2.786D-04
1.2204D+02 1.918D-04
1.2388D+02 1.833D-04

3s6p1Po                                 !Configuration name
20                                      !Type of cross-section
211                                     !Number of cross-section points
1.0000D+00 9.658D+00
1.0050D+00 9.661D+00
1.0458D+00 9.723D+00
1.0510D+00 9.732D+00
1.0938D+00 9.804D+00
1.0992D+00 9.813D+00
1.1047D+00 9.823D+00
1.1102D+00 9.832D+00
1.1158D+00 9.841D+00
1.1213D+00 9.851D+00
1.1382D+00 9.879D+00
1.1439D+00 9.889D+00
1.1496D+00 9.898D+00
1.1611D+00 9.918D+00
1.1727D+00 9.937D+00
1.1786D+00 9.947D+00
1.1963D+00 9.977D+00
1.2023D+00 9.987D+00
1.2083D+00 9.997D+00
1.2143D+00 1.001D+01
1.2204D+00 1.002D+01
1.2265D+00 1.003D+01
1.2387D+00 1.005D+01
1.2511D+00 1.007D+01
1.2574D+00 1.008D+01
1.2699D+00 1.010D+01
1.2763D+00 1.011D+01
1.2827D+00 1.012D+01
1.2955D+00 1.014D+01
1.3085D+00 1.017D+01
1.3150D+00 1.018D+01
1.3215D+00 1.019D+01
1.3282D+00 1.020D+01
1.3348D+00 1.021D+01
1.3481D+00 1.023D+01
1.3616D+00 1.026D+01
1.3821D+00 1.029D+01
1.3960D+00 1.031D+01
1.4029D+00 1.033D+01
1.4099D+00 1.034D+01
1.4240D+00 1.036D+01
1.4599D+00 1.042D+01
1.4672D+00 1.043D+01
1.5042D+00 1.049D+01
1.5117D+00 1.050D+01
1.5192D+00 1.051D+01
1.5268D+00 1.051D+01
1.5344D+00 1.051D+01
1.5889D+00 1.044D+01
1.5968D+00 1.043D+01
1.6700D+00 1.033D+01
1.6783D+00 1.032D+01
1.6867D+00 1.031D+01
1.6951D+00 1.030D+01
1.7036D+00 1.029D+01
1.7120D+00 1.027D+01
1.7206D+00 1.026D+01
1.7292D+00 1.025D+01
1.7378D+00 1.024D+01
1.7640D+00 1.020D+01
1.7816D+00 1.018D+01
1.7905D+00 1.017D+01
1.7994D+00 1.015D+01
1.8084D+00 1.014D+01
1.8174D+00 1.013D+01
1.8265D+00 1.012D+01
1.8356D+00 1.011D+01
1.8448D+00 1.009D+01
1.9486D+00 9.952D+00
1.9780D+00 9.912D+00
2.0686D+00 9.773D+00
2.1634D+00 9.428D+00
2.1742D+00 9.386D+00
2.2739D+00 8.995D+00
2.2852D+00 8.951D+00
2.2966D+00 8.906D+00
2.3081D+00 8.861D+00
2.3196D+00 8.816D+00
2.3899D+00 8.540D+00
2.4994D+00 8.099D+00
2.5244D+00 8.007D+00
2.5371D+00 8.004D+00
2.5497D+00 8.075D+00
2.5625D+00 8.251D+00
2.6010D+00 9.388D+00
2.6270D+00 1.006D+01
2.6402D+00 1.018D+01
2.6533D+00 1.014D+01
2.6933D+00 9.540D+00
2.7749D+00 8.434D+00
2.8877D+00 7.700D+00
2.9021D+00 7.612D+00
3.1584D+00 6.348D+00
3.2867D+00 5.819D+00
3.3031D+00 5.751D+00
3.3196D+00 5.683D+00
3.3528D+00 5.546D+00
3.3695D+00 5.477D+00
3.3864D+00 5.408D+00
3.4033D+00 5.338D+00
3.4203D+00 5.268D+00
3.4373D+00 5.198D+00
3.4545D+00 5.127D+00
3.4891D+00 4.985D+00
3.5593D+00 4.695D+00
3.5949D+00 4.548D+00
3.8930D+00 3.494D+00
3.9713D+00 3.247D+00
4.0511D+00 2.995D+00
4.0713D+00 2.932D+00
4.4309D+00 1.964D+00
4.4530D+00 1.912D+00
5.0182D+00 8.234D-01
5.6551D+00 1.928D-01
5.7402D+00 1.768D-01
6.0936D+00 4.337D-01
6.2471D+00 5.608D-01
6.5660D+00 2.608D-01
6.7316D+00 1.395D-01
7.0051D+00 5.403D-01
7.2175D+00 1.566D+00
7.2898D+00 1.904D+00
7.3261D+00 1.958D+00
7.3627D+00 1.892D+00
7.4364D+00 1.416D+00
7.4734D+00 1.214D+00
7.5108D+00 1.261D+00
7.5482D+00 1.783D+00
7.5860D+00 2.917D+00
7.6237D+00 4.885D+00
7.6619D+00 7.894D+00
7.7000D+00 1.258D+01
7.7385D+00 1.987D+01
7.7771D+00 3.207D+01
7.8160D+00 5.229D+01
7.8942D+00 1.365D+02
7.9732D+00 2.737D+02
8.0129D+00 3.255D+02
8.0530D+00 3.408D+02
8.0931D+00 3.111D+02
8.1741D+00 1.845D+02
8.2150D+00 1.248D+02
8.2559D+00 8.089D+01
8.2972D+00 5.041D+01
8.3385D+00 3.184D+01
8.3802D+00 2.134D+01
8.4219D+00 1.700D+01
8.4641D+00 1.592D+01
8.5062D+00 1.619D+01
8.5488D+00 1.609D+01
8.5913D+00 1.459D+01
8.6773D+00 8.883D+00
8.9404D+00 3.881D+00
9.1202D+00 3.177D+00
1.0278D+01 9.491D-01
1.0484D+01 8.347D-01
1.0802D+01 6.400D-01
1.1298D+01 4.557D-01
1.1815D+01 2.737D-01
1.2173D+01 1.948D-01
1.2357D+01 2.023D-01
1.2605D+01 2.090D-01
1.3117D+01 1.998D-01
1.3315D+01 1.967D-01
1.3583D+01 2.082D-01
1.3718D+01 2.125D-01
1.3856D+01 2.032D-01
1.3994D+01 1.945D-01
1.4064D+01 1.947D-01
1.4134D+01 1.950D-01
1.4347D+01 1.561D-01
1.4856D+01 8.988D-02
1.5080D+01 1.147D-01
1.5231D+01 1.242D-01
1.5383D+01 1.062D-01
1.5692D+01 8.716D-02
1.5849D+01 8.283D-02
1.6008D+01 7.994D-02
1.6249D+01 7.513D-02
1.6493D+01 7.011D-02
1.6741D+01 6.534D-02
1.7078D+01 6.094D-02
1.7249D+01 5.913D-02
1.7422D+01 5.767D-02
1.7950D+01 9.619D-02
1.8220D+01 1.159D-01
1.8494D+01 8.783D-02
1.9438D+01 4.010D-02
1.9731D+01 3.813D-02
2.0128D+01 3.595D-02
2.0430D+01 3.322D-02
2.0946D+01 2.961D-02
