************************************************************************************************************************
 
 [Reference] C\,{\sc ii} oscillator strengths from \cite{DSK00_CII_recom} 
 [Reference]             (\& Peter Storey, private communication] 
 [Reference] Hydrogenic values used to expand atom.
 [Reference] NIST \cite[][2012-10-15]{NIST_V5} values used when available.

                 Energy Levels and statistical weights for C2
 
                              g        E(cm^-1)    10^15 Hz     eV       Lam(A)       ID      ARAD         C4          C6
************************************************************************************************************************
 
17-Oct-2000                                      !Format date
16-Oct-2012                                      !Date
338                                              !Number of energy levels
196664.7000                                      !Ionization energy
2.0                                              !Screened nuclear charge
8017                                             !Number of transitions
 
2s_2p(3Po)4p_4De[1/2]        2.0     214759.910000    -0.54248    -2.244   -5.526E+03     141   6.590E+07   0.000E+00   0.000E+00
2s_2p(3Po)4p_4De[3/2]        4.0     214772.840000    -0.54287    -2.245   -5.522E+03     142   6.593E+07   0.000E+00   0.000E+00
2s_2p(3Po)4p_4De[5/2]        6.0     214795.270000    -0.54354    -2.248   -5.516E+03     143   6.601E+07   0.000E+00   0.000E+00
2s_2p(3Po)4p_4De[7/2]        8.0     214829.770000    -0.54458    -2.252   -5.505E+03     144   6.612E+07   0.000E+00   0.000E+00
2s_2p(3Po)4p_4Se[3/2]        4.0     215767.770000    -0.57270    -2.368   -5.235E+03     145   5.970E+07   0.000E+00   0.000E+00
2s_2p(3Po)4p_4Pe[1/2]        2.0     216362.840000    -0.59054    -2.442   -5.077E+03     146   4.300E+07   0.000E+00   0.000E+00
2s_2p(3Po)4p_4Pe[3/2]        4.0     216379.590000    -0.59104    -2.444   -5.072E+03     147   4.306E+07   0.000E+00   0.000E+00
2s_2p(3Po)4p_4Pe[5/2]        6.0     216400.570000    -0.59167    -2.447   -5.067E+03     148   4.310E+07   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Fo[3/2]        4.0     219556.540000    -0.68628    -2.838   -4.368E+03     149   7.797E+07   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Fo[5/2]        6.0     219570.150000    -0.68669    -2.840   -4.366E+03     150   7.793E+07   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Fo[7/2]        8.0     219590.760000    -0.68731    -2.842   -4.362E+03     151   7.766E+07   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Fo[9/2]       10.0     219619.880000    -0.68818    -2.846   -4.356E+03     152   7.760E+07   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Do[1/2]        2.0     220125.510000    -0.70334    -2.909   -4.262E+03     153   1.930E+09   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Do[3/2]        4.0     220130.860000    -0.70350    -2.909   -4.261E+03     154   1.926E+09   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Do[5/2]        6.0     220139.410000    -0.70375    -2.910   -4.260E+03     155   1.925E+09   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Do[7/2]        8.0     220150.490000    -0.70409    -2.912   -4.258E+03     156   1.918E+09   0.000E+00   0.000E+00
2s_2p(3Po)4d_2Do[3/2]        4.0     220601.530000    -0.71761    -2.968   -4.178E+03     157   8.929E+08   0.000E+00   0.000E+00
2s_2p(3Po)4d_2Do[5/2]        6.0     220614.510000    -0.71800    -2.969   -4.175E+03     158   8.928E+08   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Po[5/2]        6.0     220811.690000    -0.72391    -2.994   -4.141E+03     159   1.103E+09   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Po[3/2]        4.0     220832.150000    -0.72452    -2.996   -4.138E+03     160   1.105E+09   0.000E+00   0.000E+00
2s_2p(3Po)4d_4Po[1/2]        2.0     220845.070000    -0.72491    -2.998   -4.136E+03     161   1.105E+09   0.000E+00   0.000E+00
2s_2p(3Po)4f_2Fe[5/2]        6.0     221088.880000    -0.73222    -3.028   -4.094E+03     162   2.534E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4Fe[3/2]        4.0     221093.950000    -0.73237    -3.029   -4.093E+03     163   2.581E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_2Fe[7/2]        8.0     221097.920000    -0.73249    -3.029   -4.093E+03     164   2.534E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4Fe[5/2]        6.0     221099.110000    -0.73253    -3.029   -4.093E+03     165   2.580E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4Fe[7/2]        8.0     221105.730000    -0.73272    -3.030   -4.091E+03     166   2.580E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4Fe[9/2]       10.0     221109.780000    -0.73285    -3.031   -4.091E+03     167   2.578E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4Ge[5/2]        6.0     221544.810000    -0.74589    -3.085   -4.019E+03     168   2.535E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4Ge[7/2]        8.0     221553.990000    -0.74616    -3.086   -4.018E+03     169   2.533E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4Ge[9/2]       10.0     221575.610000    -0.74681    -3.089   -4.014E+03     170   2.534E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4Ge[11/2]      12.0     221604.900000    -0.74769    -3.092   -4.010E+03     171   2.535E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4De[7/2]        8.0     221698.480000    -0.75049    -3.104   -3.995E+03     172   2.372E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4De[5/2]        6.0     221707.710000    -0.75077    -3.105   -3.993E+03     173   2.371E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4De[3/2]        4.0     221729.690000    -0.75143    -3.108   -3.990E+03     174   2.376E+08   0.000E+00   0.000E+00
2s_2p(3Po)4f_4De[1/2]        2.0     221742.790000    -0.75182    -3.109   -3.988E+03     175   2.378E+08   0.000E+00   0.000E+00
2s_2p(3Po)5s_4Po[1/2]        2.0     225748.000000    -0.87190    -3.606   -3.438E+03     176   2.680E+08   0.000E+00   0.000E+00
2s_2p(3Po)5s_4Po[3/2]        4.0     225771.800000    -0.87261    -3.609   -3.436E+03     177   2.685E+08   0.000E+00   0.000E+00
2s_2p(3Po)5s_4Po[5/2]        6.0     225817.800000    -0.87399    -3.615   -3.430E+03     178   2.691E+08   0.000E+00   0.000E+00
2s_2p(3Po)5p_2Pe[1/2]        2.0     227881.210000    -0.93585    -3.870   -3.203E+03     179   2.420E+08   0.000E+00   0.000E+00
2s_2p(3Po)5p_2Pe[3/2]        4.0     227907.710000    -0.93664    -3.874   -3.201E+03     180   2.422E+08   0.000E+00   0.000E+00
